Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2022-06-25,61539,59326,57620,56567,56236,56107,56937,58040,60140,61516,63630,63791,62883,64533,65794,66346,67370,68268,69074,69554,69044,66974,64477,62528
2022-06-26,58620,56151,54332,53335,52999,52967,53708,54872,56539,58530,60544,61496,61613,61929,61836,62492,63175,65315,67879,68768,68906,66786,63843,61155
2022-06-27,57801,55511,54164,53646,54043,55549,59690,66584,75430,80360,82552,82830,80158,83452,84201,84395,84742,83016,81668,80672,78900,75276,71420,69076
2022-06-28,64691,62319,60675,59815,59811,60606,64060,69457,76818,81246,82060,81757,79758,82271,82882,83033,84057,83517,82437,81828,80006,76619,72777,69745
2022-06-29,65199,62669,61249,60201,60321,61076,64605,70208,77780,81909,82476,82471,80225,82976,83759,84062,84492,83299,82020,81210,79432,76133,72335,69543
2022-06-30,65034,62749,61081,60101,59898,60766,63937,68918,75912,79517,80282,80016,77913,80411,81490,81916,82731,81841,80598,79831,78294,75317,71590,68865
2022-07-01,64090,61589,60197,59388,59254,60033,62830,67014,72924,76107,77412,77465,76018,79024,80629,81348,83213,83309,82397,81375,79892,76593,72875,70273
2022-07-02,65568,62647,60586,59363,58699,58409,59242,60080,61807,63661,66177,66921,66544,67888,68684,69761,71484,73028,74528,74981,74558,71798,68469,66060
2022-07-03,61594,58711,56849,55509,55027,54687,55094,55213,56157,58225,61255,62229,62906,64550,65850,67530,69686,72019,74007,74468,74142,71709,68104,64620
2022-07-04,60425,57960,56511,55679,55839,57239,60948,67596,76132,81169,83617,84352,82865,86142,87381,87800,89337,88911,87641,86667,84425,80561,75931,72626
2022-07-05,67710,64843,63247,62125,61980,62764,65923,71649,79429,83135,84590,84976,83449,87568,88966,89645,90855,90153,88626,87877,85527,81577,76900,73149
2022-07-06,68120,65403,63694,62589,62560,63232,66577,72133,80140,84443,86032,85984,83825,86940,88676,89683,91454,91938,91173,90451,88353,84350,78788,74966
2022-07-07,69707,66676,64821,63829,63427,64108,67462,73048,80998,85394,86640,87177,86084,90253,91518,91953,92990,91930,90383,89226,86839,82710,77931,74499
2022-07-08,69535,66589,64683,63303,63033,63876,67374,73701,81707,85454,85754,85599,83087,85244,85904,85777,86475,85860,84478,83725,82211,78619,74497,71634
2022-07-09,66919,64101,62164,60836,60227,60041,61175,62296,64756,66934,69139,69805,69096,70283,70810,71288,72222,73244,74660,75216,75055,72538,69356,67048
2022-07-10,62676,59850,57920,56630,56101,55917,56150,56753,58148,59863,62843,63448,64200,65499,66790,68872,70977,73374,74987,75168,74634,71781,68241,64822
2022-07-11,60731,58179,56721,55930,55973,57407,61875,69169,78612,83444,84314,83621,80560,83109,84714,85939,86943,86388,85141,84222,82141,78509,74015,70925
2022-07-12,66273,63608,62036,60854,60808,61576,64568,69565,77162,81685,82939,82860,80848,83902,85502,86133,87250,86560,85322,84545,82455,78676,74201,71107
2022-07-13,66588,64067,62577,61621,61528,62284,65738,71175,78923,83279,84474,83884,81309,84403,85034,84114,83791,82448,81058,80588,78925,75702,72201,70066
2022-07-14,65754,63546,62023,61065,60868,61784,65113,70515,78184,81699,82492,81652,79367,82161,83489,83837,85355,85530,84447,83311,81029,77486,73152,70118
2022-07-15,65377,62979,61363,60346,60320,60910,63696,68282,74868,77492,77974,77462,76026,79580,80901,81489,83276,83221,81957,80918,79316,76142,72296,69595
2022-07-16,65168,62416,60664,59410,58942,58754,59479,60366,62704,64409,66181,67152,66099,67099,67600,68499,69014,69722,70791,71327,71223,68787,65767,63796
2022-07-17,59875,57456,55846,54880,54477,54511,54978,55459,56435,58164,59920,60329,60161,62395,63968,64858,65907,67783,69527,70361,70362,68236,65213,62617
2022-07-18,58985,56748,55530,54823,55056,56456,60803,67809,76824,81650,82792,82848,80379,82990,83578,83020,83098,82843,81211,80244,78069,74623,70880,68426
2022-07-19,64222,61817,60404,59630,59547,60460,63559,68436,75957,79131,79257,79094,76641,79666,81430,82198,84433,84634,83517,82462,80322,76494,72250,69669
2022-07-20,65410,63101,61478,60614,60338,61195,64027,68902,75802,78773,79069,78998,77090,80380,82178,83384,85479,85756,84272,83683,81598,77662,73387,70558
2022-07-21,65922,63253,61630,60573,60277,60910,64041,69276,76295,79899,80984,81138,78891,81415,82156,81743,81869,81231,80016,79337,77103,73884,70201,68144
2022-07-22,63921,61608,60354,59356,59412,60240,62998,67590,73853,77041,77507,77010,74693,77137,78677,79322,80509,80076,78984,78383,76893,73712,69977,68000
2022-07-23,63831,61330,59695,58607,58293,58283,59090,60180,62689,64746,66540,67036,66581,68356,69410,69762,69117,69231,69755,70266,69509,67058,64280,62650
2022-07-24,59144,56804,55259,54314,53951,54029,54963,56029,57711,59620,61184,61865,61955,63080,63923,64286,65228,67314,68975,69817,69521,67162,64455,61861
2022-07-25,58392,56191,54905,54247,54429,55829,59399,64935,73262,77732,78211,77603,75545,78362,80086,81156,83333,84338,83907,82809,80692,76605,72243,69567
2022-07-26,65123,62327,60697,59801,59916,60586,63508,68381,75644,79406,80503,80765,78828,81899,83321,84396,86650,87347,86646,85560,83212,79100,74510,71568
2022-07-27,66871,63994,62235,61314,61018,61673,64280,68862,75588,78823,79936,79664,77612,80431,82134,83379,85217,85507,84938,84314,82163,78095,73701,71065
2022-07-28,66281,63694,62045,60846,60634,61348,64232,68802,75234,78787,80139,80812,79282,82411,84360,85744,87071,87405,87009,86442,84216,80199,75572,72587
2022-07-29,67837,64998,63025,61953,61841,62672,65514,69929,76573,80635,82540,83386,82060,84407,85614,86305,87605,87488,86675,86236,84695,80925,76200,73062
2022-07-30,68156,64937,62744,61103,60196,59900,60937,62251,64962,67995,71429,73372,73898,75069,75703,75810,75100,75434,75920,76651,76055,73226,69913,67589
2022-07-31,63171,60323,58321,56950,56325,56290,57093,58731,61276,64303,66504,68245,69068,69359,68504,68199,68421,70026,71470,72224,71663,69298,66226,63510
2022-08-01,59730,57266,55729,54760,54730,55713,58694,63280,69009,72358,74011,75031,75713,77565,78673,79080,79497,80055,79181,78903,77266,73890,69858,66751
2022-08-02,62710,59847,58125,57292,57100,57913,60752,65155,70718,73926,74990,75515,75036,75372,75709,75687,76863,77800,77645,77981,76299,72891,68881,66418
2022-08-03,62523,59884,58168,57228,57162,57903,60567,64543,70101,73666,74756,75277,75047,76611,77823,78532,79851,81174,81004,81013,79266,75361,71215,68323
2022-08-04,63955,61069,59329,58195,58022,58822,61815,66395,73184,77285,78725,78962,77815,79952,81594,82924,84790,85866,85582,85132,82676,78471,73663,70720
2022-08-05,66162,63175,61422,60194,60017,60717,63510,68481,75644,79781,80839,81496,80194,82159,83182,83838,85793,86550,85559,85370,83191,79113,74692,71965
2022-08-06,67577,64493,62563,61124,60408,60556,61742,63696,67325,70085,72240,72570,71629,72729,73618,74610,76273,78099,79575,80391,79413,76236,72320,69613
2022-08-07,65158,62048,60106,58732,58180,58120,58995,60389,62454,65174,67871,68405,69195,70846,72272,73631,74636,76442,77765,78998,78396,75451,71579,68305
2022-08-08,64065,61413,59844,58825,58971,60312,64308,71168,80986,86101,87550,87929,85945,88088,88988,89052,89263,88682,87654,86920,84404,80414,75948,73129
2022-08-09,68613,66023,64255,63187,63145,63892,67202,72663,80500,84633,85576,85914,84446,86969,88054,87811,87915,88479,87358,86199,83406,79344,75063,72026
2022-08-10,67389,64688,63007,61992,61748,62374,65471,70551,78336,82858,83832,84123,82125,84555,85666,85364,85237,84484,83140,82764,80387,76970,73153,70684
2022-08-11,66370,63880,62308,61344,61099,61961,65169,71150,79045,84194,85492,85333,82887,84878,85242,85078,85376,84673,83125,82462,79784,76214,72485,70245
2022-08-12,65846,63365,61781,60723,60540,61463,64392,68864,75458,78980,79685,79945,78061,80252,81584,83106,85146,85622,84462,83810,81428,77336,73145,70509
2022-08-13,65937,63019,61164,59883,59209,59522,60335,62033,64962,67613,70579,72240,71387,73275,73734,73026,71921,71908,73062,73973,73240,70801,67851,65857
2022-08-14,62119,59613,57999,56807,56402,56571,57056,57959,59653,61813,63842,64770,65861,67407,68128,68655,69959,72024,73177,74228,73460,71011,67871,65167
2022-08-15,61360,58973,57250,56174,56136,56765,58399,61366,65724,68728,71174,72274,72245,74246,75333,76748,77680,78207,79179,80123,78906,75816,71974,68521
2022-08-16,64202,61554,59904,59142,59244,60308,63737,70297,78986,83244,83697,83488,81571,84151,85124,85473,86440,86350,84969,84039,81116,77002,72718,70091
2022-08-17,65722,62994,61547,60633,60470,61457,64564,70138,77892,82131,82945,82471,80292,82057,82677,82667,84120,84521,83239,82303,79563,75503,71293,69044
2022-08-18,64951,62383,61022,60001,59928,60870,63484,67829,73736,76368,76744,76865,74958,77700,80214,81421,83331,83585,82744,82225,79667,75585,71518,69221
2022-08-19,64997,62618,61132,60228,59970,60943,63708,68340,75302,78582,79820,80901,80011,83222,85078,85880,86684,86259,85172,84984,82393,78785,74691,72287
2022-08-20,67758,64896,63028,61856,61329,61561,62931,65521,69534,72518,74776,75127,73649,74152,73831,73724,73850,74343,75778,76241,74901,71828,68428,66249
2022-08-21,62060,59191,57252,56147,55705,55916,56322,56542,56834,58113,60504,61258,61751,63129,64052,65492,68199,71186,73177,73895,72683,69965,66663,63561
2022-08-22,59843,57476,56031,55243,55341,56930,60681,66804,74380,78062,79390,79730,78311,81842,84106,85057,86844,86110,85019,84366,81282,77295,72740,69834
2022-08-23,65370,63015,61487,60704,60805,61648,64549,70780,79008,83323,84405,84524,82721,85870,86792,86459,86787,85960,84447,83041,79508,75304,71207,68617
2022-08-24,64318,61960,60573,59693,59636,60751,64049,69130,75985,78964,79103,77822,75286,77783,78407,78112,78956,78558,77957,77582,75178,71949,68356,66310
2022-08-25,62594,60652,59447,58607,58494,59638,62611,66962,72764,74724,75464,75162,72709,75445,77289,78093,79448,78679,77569,77129,74552,71339,68004,65932
2022-08-26,62236,60257,59104,58240,58214,59312,61949,65364,70032,71627,72007,71307,69182,72360,74237,75785,77941,77328,76331,75964,73589,70487,67408,65784
2022-08-27,62103,59890,58299,57268,56761,56945,57779,58661,59833,59359,59172,57102,54700,55924,56997,57997,60108,62153,63762,64721,63643,61895,59651,58822
2022-08-28,55562,53414,52109,51206,51027,51470,51893,51290,50029,49428,50341,50317,50500,51542,52920,54780,58054,60939,62867,64159,63451,61835,59508,57691
2022-08-29,54856,53153,52099,51660,51965,53469,56754,62386,69791,73282,74092,74183,71973,74476,75328,75180,74818,73870,73391,73347,71009,68109,65043,63622
2022-08-30,60061,58380,57188,56612,56862,58095,61044,66094,72662,75030,75657,75538,73287,76149,77097,76842,77090,75864,74706,74031,71412,68522,65625,64360
2022-08-31,60584,58697,57533,56986,56975,57865,60794,66194,72269,74564,74990,73958,71062,72925,73973,74256,74700,74131,73624,73582,71339,68648,65533,64108
2022-09-01,60579,58697,57474,56682,56854,58034,60333,64555,70118,73012,73030,72308,70713,73959,75729,76637,78095,77310,76856,76347,73458,70213,66900,64903
2022-09-02,61212,59215,57992,57289,57454,58436,61193,65471,70560,72291,72048,71914,70921,74199,75905,76482,77142,75970,74764,74203,72160,69268,66078,64585
2022-09-03,60864,58755,57351,56509,56259,56639,57369,58314,59872,60980,62153,62186,60958,62688,63799,64902,65694,65714,66454,67164,65817,63615,61320,60060
2022-09-04,56852,54671,53239,52521,52342,52798,53425,54322,55543,56609,57940,58160,58710,59764,60765,62133,63579,64995,66882,67904,66755,64367,61909,59548
2022-09-05,56464,54608,53442,52813,53219,54811,58574,65565,73925,77942,78724,78719,76813,79313,79872,79450,79246,77224,75516,74161,71242,68078,65255,63535
2022-09-06,59857,57838,56409,55347,55217,56111,58620,61981,66833,68415,67514,66247,64644,67390,68891,70154,72284,73602,73552,73136,70328,67488,64766,62997
2022-09-07,59224,57165,56113,55523,55574,56671,59362,62434,66348,67282,66665,65421,63180,66231,68008,70335,73156,73807,73275,72648,70263,67695,64917,63208
2022-09-08,59307,57265,56047,55487,55357,56463,58723,61212,64140,64593,64591,63805,61857,64449,65644,66354,67255,67438,67675,67684,65954,63795,61265,59603
2022-09-09,55848,53474,51804,50630,49961,49784,49633,48568,46915,45384,45687,45078,45116,46007,47278,49698,52799,55187,56877,57299,56390,55011,53313,51472
2022-09-10,48482,46522,45284,44480,44509,45115,45927,46135,45193,43726,43233,42205,42134,42978,44037,45184,47734,50785,52838,53936,53710,52895,51755,50493
2022-09-11,47765,45959,44900,44365,44373,44857,45266,45398,44737,44129,44514,44754,45788,46797,48045,49647,52055,54468,56443,57250,56491,55315,53717,52136
2022-09-12,49324,47412,46149,45469,45560,46308,47178,48277,49875,51169,52976,53847,54476,55807,56540,57145,58191,59478,61184,61792,60769,58824,56635,54717
2022-09-13,51955,50200,49040,48284,48585,50350,53837,59546,66655,69863,71212,71743,70400,73925,75081,75206,75687,74871,74415,73490,70613,67515,64439,62709
2022-09-14,59070,57192,55898,55195,55448,56527,59478,63897,69359,71489,72125,71899,70044,72740,74404,75361,76406,75765,75119,74299,71448,68618,65692,64018
2022-09-15,60239,58330,57211,56514,56622,57931,60793,64604,69474,70949,71491,71169,69311,73518,75766,77787,79408,78831,77973,76923,73901,70743,67240,65581
2022-09-16,61665,59573,58136,57408,57592,58781,61421,65755,71310,73811,74765,74929,73287,77823,80211,81380,82374,80672,79217,78474,75439,72591,69165,67439
2022-09-17,63350,60908,59057,58070,57706,58318,59371,60472,62130,62403,63606,64136,63340,65746,67289,68261,69993,70334,71106,71108,69331,66901,64094,62491
2022-09-18,59027,56666,55044,54253,53974,54134,54405,55116,56238,56978,57660,57912,58958,61164,62990,64131,66395,68433,70248,70720,68985,66490,63482,60707
2022-09-19,57261,55081,53815,52920,53108,54880,58628,63921,71141,74697,75971,76189,72614,75128,76250,76920,78849,78439,77352,75430,71906,68660,65488,63391
2022-09-20,59371,57512,56360,55670,55755,57017,59520,62611,66028,67020,67413,67161,65023,67890,70024,71615,73548,73298,73057,72079,69330,66705,63901,62078
2022-09-21,58429,56672,55570,54990,55106,56256,58683,61511,64110,64590,64945,63659,61066,64357,66493,68634,71188,72071,71898,70769,68344,65880,63301,62013
2022-09-22,58323,56306,55380,54729,54941,56134,58554,61425,64454,64512,64133,63293,61342,65600,67923,69944,71704,71956,72184,71271,68647,66193,63509,61961
2022-09-23,58450,56566,55382,54822,54948,56235,58692,61539,64678,65369,65530,65589,63790,66317,67493,68106,70071,70036,69692,68875,66835,64775,62426,61091
2022-09-24,57526,55438,54082,53331,53324,53908,54570,54111,53058,51605,51306,50188,48766,50620,52773,55426,58028,59289,60746,61036,60207,58905,57166,56265
2022-09-25,53288,51296,49992,49442,49274,50005,50499,50570,50651,50529,50510,49874,49847,50616,51708,53190,55298,57231,59359,59920,59239,57761,56068,54531
2022-09-26,51743,50053,49204,48917,49501,51397,54609,59954,66017,67593,67200,66398,63454,66215,68497,69909,71400,71304,71247,70394,67810,65205,62702,61177
2022-09-27,57653,55957,54839,54304,54542,55847,58428,61780,64634,64460,63717,62572,60529,64160,66359,68761,72002,72987,73027,71701,68984,66454,63589,61940
2022-09-28,58239,56389,55216,54569,54781,55955,58595,61852,65849,66663,67177,67230,65370,68847,70407,71302,72806,72366,72174,71209,68748,66241,63521,61866
2022-09-29,58215,56252,55154,54585,54763,56052,58782,62413,66658,67142,65689,63225,60327,64230,66665,68799,71996,73018,72935,71644,69017,66410,63442,61854
2022-09-30,58139,56384,55363,54799,55037,56291,58719,61774,64741,64603,63928,63003,61118,64678,66776,68969,71600,71844,71184,69861,67680,65329,62728,61633
2022-10-01,57919,55804,54269,53576,53551,54064,54689,54600,53588,52141,52329,52158,51690,53711,55270,57030,59288,60388,61848,61538,60498,59090,57343,56290
2022-10-02,53473,51559,50218,49547,49335,49883,50558,50395,49883,49031,49027,49023,49562,51552,53273,54557,55897,57844,59834,59708,58974,57718,56402,55056
2022-10-03,52088,50429,49444,49004,49256,50378,51942,54409,58058,60165,61063,61544,61195,62551,63481,64431,65147,65567,66998,66649,65181,63176,61085,59409
2022-10-04,55996,54186,53166,52534,52674,54344,57500,63099,70060,72544,71894,70432,67210,69766,70220,70843,72272,71815,71605,69933,67252,64645,62225,60880
2022-10-05,57388,55602,54591,54034,54395,55729,58523,62262,65707,65594,64616,62861,59791,62328,63901,65588,68415,69859,70542,69208,67253,65254,62736,61333
2022-10-06,57736,55845,54714,54145,54412,55821,58658,62557,66136,65938,64783,63181,60828,65057,67958,69033,70763,70655,70785,69387,67235,65138,62753,61471
2022-10-07,57912,56072,54891,54387,54676,56075,58789,62634,65524,64482,63359,62201,59453,62062,63358,64832,67596,68654,68983,67729,66019,64386,62277,61152
2022-10-08,57701,55532,54344,53595,53586,54351,55316,55019,53799,51634,51251,50270,49454,52059,53235,54505,56536,57919,59871,59852,59157,58047,56843,56294
2022-10-09,53413,51315,50095,49461,49540,50230,50871,51460,52041,52267,52749,52564,52698,53526,53863,54616,55553,56530,58315,58013,57328,56300,55225,54561
2022-10-10,51793,49776,48779,48234,48461,49716,51436,52867,54108,53741,53760,53477,52192,54296,56033,57838,60110,61157,62681,62700,61737,60530,59142,58043
2022-10-11,54798,52816,51784,51548,52054,53797,56672,60453,63389,62313,60395,58302,55409,58274,60348,63072,67019,69272,70344,68969,67014,65229,63392,62347
2022-10-12,58688,56703,55526,55125,55446,57077,59911,62855,64695,62789,60762,58533,55702,58986,61184,63907,67539,69190,69872,68817,67075,65384,63444,62502
2022-10-13,58843,56670,55571,55059,55433,56856,59464,62176,64018,62452,61052,59182,56359,59275,61368,64136,68054,69540,70316,69012,66935,65123,63035,62173
2022-10-14,58415,56394,55359,54788,55216,56741,59408,62815,65771,64606,62244,60306,57551,60382,62243,64470,67763,68624,69004,67630,65979,64337,62514,61804
2022-10-15,58117,55779,54570,53764,53913,54730,55783,55672,54977,53030,51770,50084,48432,49996,51726,54805,57851,59108,60625,60141,59565,58481,57306,56634
2022-10-16,53557,51537,50518,49893,50004,50731,51529,51390,50639,49442,48980,47863,47895,49462,50961,52463,54704,57069,59248,59138,58668,57586,56389,55209
2022-10-17,52215,50428,49358,49035,49609,51695,55114,59468,63090,61650,59894,57821,55053,57860,59921,63045,67299,69248,70021,68636,66763,64812,62990,61975
2022-10-18,58292,56266,55311,54865,55393,57004,59988,62924,63894,62099,60483,58201,55272,58239,60515,63378,67749,69981,70701,69232,67259,65593,63777,62816
2022-10-19,59257,57160,56136,55663,56234,57898,60852,63673,64810,62976,61227,58947,56125,59149,61180,63883,67823,69517,70250,69081,67310,65663,63835,62934
2022-10-20,59284,57145,56175,55705,56266,57876,60716,63838,65141,63526,61760,59585,56525,59400,61470,64386,68526,70333,70976,69609,67654,65733,63937,62899
2022-10-21,58972,56834,55839,55373,55898,57524,60380,63480,65861,64752,64282,63863,61910,64984,66292,67408,69039,69210,69240,67911,66200,64538,63084,62093
2022-10-22,58474,56244,54792,54063,54205,55104,56324,56760,56237,53758,52551,50391,48590,50277,51544,53839,56925,58905,60433,60089,59635,58934,58031,57257
2022-10-23,53924,51670,50493,49854,49972,50838,51548,51293,49783,47689,46983,45575,44905,45633,46906,49435,53128,56343,58504,58411,58038,57165,56187,55023
2022-10-24,51980,50027,49167,48899,49668,51777,55479,59903,63187,62347,61012,59463,56764,59775,61885,64218,67823,69599,70139,68574,66607,64827,63139,62227
2022-10-25,58606,56408,55423,54940,55572,57274,60399,63477,65433,63960,62100,59857,56942,59786,62050,64568,68294,70067,70495,69059,67206,65404,63709,62733
2022-10-26,58981,56828,55810,55325,55908,57746,60893,64198,66021,64028,61871,60056,57684,62116,65071,67165,69370,69936,70052,68603,66895,65219,63593,62668
2022-10-27,58766,56610,55642,55221,55825,57410,60436,63918,65930,64265,62515,60291,57186,60257,62558,65439,69014,70384,70573,69002,67083,65300,63635,62402
2022-10-28,58620,56555,55444,55081,55657,57281,60247,63966,66831,65539,63144,60615,57551,60479,62522,64775,67988,68956,68704,67196,65527,64226,62735,61981
2022-10-29,58197,56032,54770,54081,54198,55109,56351,56619,55889,53286,52179,50824,49470,51578,52997,54859,57292,58734,59900,59541,59034,58320,57495,57232
2022-10-30,53928,51792,50541,50057,50188,51149,52035,51763,49945,47326,46530,45435,45212,46553,48090,50646,53996,56760,58605,58406,57973,57277,56111,55081
2022-10-31,52226,50196,49156,49038,49873,51973,55640,60182,63828,62882,61236,59552,57114,60702,63092,65313,68629,69698,69769,68145,66106,64498,62822,61602
2022-11-01,57826,55967,54907,54558,54981,56771,59751,63449,66471,65117,63575,60926,57955,61754,64284,66405,69449,69671,69729,68139,66502,64746,62784,62304
2022-11-02,58535,56524,55450,54993,55560,57305,60443,64150,67093,65570,62848,59867,56570,60089,62459,65310,69098,69282,69184,67755,66443,64905,63032,62514
2022-11-03,58823,56695,55561,55108,55666,57497,60714,64491,67711,66969,66080,64049,60941,64873,67454,69179,71242,70836,70526,69102,67249,65306,63400,63164
2022-11-04,59505,57348,56279,55954,56618,58331,61643,65423,67495,65112,63578,61112,57877,61307,63582,66530,70450,70733,70147,68352,67075,65700,64059,64136
2022-11-05,60554,58209,56846,56276,56532,57515,58988,59169,57196,53913,52697,50515,48319,49699,51169,53998,58080,60244,61328,60970,60600,59897,59219,59273
2022-11-06,56159,53822,52578,52068,52244,53061,53965,53672,50784,47480,46517,45118,44931,45819,47579,50625,54647,57866,59724,59675,59249,58659,57891,57221
2022-11-07,54257,52283,51289,51032,51894,54123,58042,63198,67829,66987,65930,63738,60141,63309,65404,67793,71020,70509,70300,68884,67441,65863,64041,63982
2022-11-08,60187,58008,56785,56397,56802,58661,62039,66036,68950,67159,65071,62312,59039,62567,64569,66015,69383,69806,69750,69136,67724,66182,64332,64148
2022-11-09,60429,58162,56901,56494,57020,58700,61924,66021,69824,68576,66261,63039,59688,63609,66118,67616,69966,69729,69293,68431,67340,65966,64369,64030
2022-11-10,60158,57889,56721,56385,57016,58629,61900,66116,69764,67999,65700,62744,59194,62816,64951,66501,69274,69419,69129,68668,67523,66034,64160,63768
2022-11-11,59940,57856,56508,55894,56605,58282,61544,65365,68670,67008,64736,62276,59410,62838,65127,67031,69415,68838,68318,67066,66211,64949,63155,63060
2022-11-12,59155,56874,55532,54817,54858,55793,57095,57559,57982,56071,54485,53526,52511,54727,56991,58523,59523,60148,60675,60440,59839,58930,58152,57990
2022-11-13,54729,52307,51034,50261,50480,51310,52416,52628,53207,53636,53792,53094,52845,53161,53654,54582,56538,59040,60054,59604,58999,58077,57380,56785
2022-11-14,53704,51572,50518,50346,51035,53156,57118,62384,68561,69945,69236,66784,63256,66699,67356,68540,71165,71115,70487,68949,67593,65548,63832,63667
2022-11-15,60179,57988,56874,56452,57055,58845,62385,66611,69882,68050,66265,64639,62194,66254,68312,69688,72431,72259,71384,69908,68379,66590,64620,64653
2022-11-16,60951,58673,57493,57185,57675,59196,62282,66421,70495,68972,66855,64500,60914,63697,65677,68172,71687,71658,70853,69569,68406,66891,65210,65134
2022-11-17,61313,59098,57822,57351,57947,59790,62872,66771,70478,68534,65978,63187,59621,63188,65678,68156,71619,71642,71343,69934,68589,66867,65088,65025
2022-11-18,61350,59171,57960,57628,58201,59821,63025,67049,70186,67708,65143,62240,58905,62089,64350,67091,70458,70253,69509,67985,67014,65631,64114,64332
2022-11-19,60674,58285,56918,56336,56513,57423,58870,59488,59187,56135,54894,52979,51189,52328,53522,55623,58587,60247,60856,60326,59982,59199,58657,58858
2022-11-20,55668,53161,51801,51245,51535,52450,53557,53769,53162,51492,50805,50033,49713,51004,51954,53624,56048,58770,60057,59923,59585,58747,58126,57564
2022-11-21,54635,52571,51441,51263,51976,54098,58119,63695,69011,68476,67097,65228,62464,66162,68450,69373,71811,71585,70900,69239,67741,65908,64115,64108
2022-11-22,60423,58164,56918,56443,56908,58596,61984,66806,72212,72592,71719,71263,69240,72326,73327,73371,74117,73008,71874,70040,68451,66394,64518,64687
2022-11-23,60823,58448,57235,56730,57252,59024,62366,66890,71774,70342,67382,64553,61731,64763,66482,68682,71710,71649,70801,69424,68463,66809,65142,65178
2022-11-24,61344,59017,57722,57063,57598,59405,62755,67454,72420,71987,69944,66766,61651,63953,66027,68711,71979,71935,71234,69780,68486,67337,65612,65949
2022-11-25,62320,59753,58373,57647,58200,60011,63083,67289,70886,69153,67049,64048,60500,64216,66306,68116,70409,70015,69166,67817,66965,65424,63830,64084
2022-11-26,60395,57875,56507,55708,55978,57050,58571,59524,59177,55619,54009,51892,49860,51349,53179,56286,59623,61322,61907,61510,61208,60613,60162,60652
2022-11-27,57500,55117,53726,53087,53412,54349,55529,55895,54099,50248,48938,46838,46154,48431,51821,54318,56834,59759,61147,60916,60395,59793,59282,58804
2022-11-28,55772,53643,52507,52056,52936,54956,59100,64898,71271,72111,72075,72111,69961,73022,73841,73906,74855,73280,71553,69679,68003,66187,64520,65212
2022-11-29,61716,58830,57262,56592,57001,58480,61481,66042,72282,74024,74160,72464,69236,71942,72835,74257,75720,75237,73886,72038,70188,68205,66618,67214
2022-11-30,63728,61603,60394,60206,60978,62835,66551,72423,79039,78960,77306,75104,71567,75541,78128,79523,82117,81382,79112,76840,74931,72652,70847,71207
2022-12-01,67600,65168,63772,63109,63592,65169,68718,74643,81412,81434,77989,74433,71057,75178,77887,80294,83052,82861,80393,78031,75676,73276,71310,71854
2022-12-02,68356,65990,64683,64008,64276,65896,69339,75014,80829,79596,77252,74037,69617,72654,74212,75615,78880,78352,77160,75521,74069,71983,70331,71222
2022-12-03,67989,65708,63886,62190,61719,62223,63436,64647,66149,66390,67442,66393,63674,64214,64392,64679,65815,66941,67325,66354,65387,64423,64053,64919
2022-12-04,62018,59600,58130,57354,57575,58401,59512,60008,59282,57759,58454,57829,57388,58499,60084,61784,64258,67058,67707,67343,66613,65514,64950,65208
2022-12-05,62511,60322,58807,58234,58930,61027,65451,72800,82120,83990,82244,78786,74056,76318,77466,80038,83918,83521,80957,78310,76016,73467,71397,72085
2022-12-06,68959,66606,65439,64863,65489,66792,70016,75672,83328,84058,82664,80235,76006,78522,79766,81086,83318,82394,80005,77522,75355,72962,70840,71132
2022-12-07,67842,65378,63940,63180,63583,65204,68702,74864,82135,81604,78953,75875,72020,75235,77297,78637,81153,80146,78027,75977,74135,71988,70307,71139
2022-12-08,67713,65375,63961,63418,63984,65621,69377,75081,81462,80101,77291,73915,69273,72127,74298,77351,80340,79986,78254,76181,74247,72275,70414,71135
2022-12-09,67532,64993,63522,62871,63402,65055,68388,73836,81231,82223,80608,77585,72478,74673,75822,76640,78243,77585,75866,73952,72589,70712,69284,70268
2022-12-10,67035,64512,62932,61970,62068,62873,64184,65678,66850,65745,65248,64486,63385,65131,66070,66276,66837,67446,67391,66577,65883,64727,64433,65426
2022-12-11,62666,60224,58721,57868,58064,58817,59729,60274,59419,56161,54478,52424,51343,52146,53830,57210,61227,64732,65907,65850,65403,64778,64400,64592
2022-12-12,61686,59480,58192,57877,58726,60901,65269,72134,80706,81118,80063,78866,76949,80527,81874,82681,83311,81346,78773,76546,74075,71702,69840,70563
2022-12-13,67048,64584,63148,62561,62956,64671,68508,74239,81841,82477,81127,79636,76690,80958,83337,84109,85195,83335,80890,78541,76415,74256,72573,73586
2022-12-14,70430,68070,66822,66237,66790,68669,72642,79181,87915,90128,89490,86924,81968,84470,85738,87016,89023,87769,84744,82145,79794,77231,75142,75723
2022-12-15,72440,69845,68441,67866,68125,69576,73095,79294,87664,88874,87746,85332,81025,83684,85139,86728,88043,86155,83293,80762,78461,75712,73745,74674
2022-12-16,71270,68945,67558,67034,67421,68977,72730,79238,87540,89583,88698,86532,81693,84176,85550,86415,87605,85804,82636,80114,78390,75802,73919,74831
2022-12-17,71489,68995,67432,66336,66373,67012,68484,70002,72860,73495,73761,72514,69938,70551,70697,71656,73149,74303,74287,73409,72304,70932,70655,71979
